SMILES,Side Effects
[O-][99Tc](=O)(=O)=O.[Na+],['Immune system disorders']
C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Social circumstances', 'Immune system disorders', 'Reproductive system and breast disorders', 'Neoplasms benign, malignant and unspecified (incl cysts and polyps)', 'General disorders and administration site conditions', 'Endocrine disorders', 'Surgical and medical procedures', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Congenital, familial and genetic disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Psychiatric disorders', 'Renal and urinary disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
C1=C(C=C(C(=C1NC(=O)C(=O)O)Cl)NC(=O)C(=O)O)C#N,"['Eye disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Skin and subcutaneous tissue disorders', 'Respiratory, thoracic and mediastinal disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CN1C(=O)C=C(N(C1=O)CC2=CC=CC=C2C#N)N3CCCC(C3)N,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Nervous system disorders']"
CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Congenital, familial and genetic disorders', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,"['Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Social circumstances', 'Immune system disorders', 'Reproductive system and breast disorders', 'Neoplasms benign, malignant and unspecified (incl cysts and polyps)', 'General disorders and administration site conditions', 'Endocrine disorders', 'Surgical and medical procedures', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Pregnancy, puerperium and perinatal conditions', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CCCCCCOC(=O)CCC(=O)CN.Cl,"['Investigations', 'Immune system disorders', 'Infections and infestations', 'Renal and urinary disorders']"
CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C,"['Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Endocrine disorders', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CC(=O)OC1=CC=CC=C1C(=O)O,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Social circumstances', 'Immune system disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OCC5=C(OC(=O)O5)C)C(C)(C)O,"['Metabolism and nutrition disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'General disorders and administration site conditions', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
C(CC(C(F)F)(C(=O)O)N)CN,"['Metabolism and nutrition disorders', 'Gastrointestinal disorders', 'Neoplasms benign, malignant and unspecified (incl cysts and polyps)', 'General disorders and administration site conditions', 'Vascular disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Ear and labyrinth disorders', 'Nervous system disorders']"
CCCCC(=O)OCC(=O)[C@]1(C[C@@H](C2=C(C3=C(C(=C2C1)O)C(=O)C4=C(C3=O)C(=CC=C4)OC)O)OC5CC(C(C(O5)C)O)NC(=O)C(F)(F)F)O,"['Metabolism and nutrition disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Surgical and medical procedures', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Psychiatric disorders', 'Renal and urinary disorders', 'Nervous system disorders']"
CCCCC(=O)OC1CCC2C1(CCC3C2CCC4=C3C=CC(=C4)O)C,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'Neoplasms benign, malignant and unspecified (incl cysts and polyps)', 'General disorders and administration site conditions', 'Vascular disorders', 'Skin and subcutaneous tissue disorders', 'Congenital, familial and genetic disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Cardiac disorders', 'Nervous system disorders']"
N,"['Metabolism and nutrition disorders', 'Investigations', 'General disorders and administration site conditions', 'Vascular disorders', 'Infections and infestations']"
CC#CCN1C2=C(N=C1N3CCC[C@H](C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C,"['Metabolism and nutrition disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Nervous system disorders']"
[Li+].[Li+].C(=O)([O-])[O-],"['Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Endocrine disorders', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Congenital, familial and genetic disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O,"['Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
C(CN(CC(=O)O)CC(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O.[In],"['Gastrointestinal disorders', 'Infections and infestations']"
CC(C[N+](C)(C)C)OC(=O)N,"['Eye disorders', 'Gastrointestinal disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Skin and subcutaneous tissue disorders', 'Respiratory, thoracic and mediastinal disorders', 'Renal and urinary disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CCC1(CC(=O)NC1=O)C,"['Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Social circumstances', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Nervous system disorders']"
CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-],"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Surgical and medical procedures', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Congenital, familial and genetic disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'Neoplasms benign, malignant and unspecified (incl cysts and polyps)', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CC(C)C(C(=O)OCCOCN1C=NC2=C1NC(=NC2=O)N)N,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CC(C)NC(=O)C1=CC=C(C=C1)CNNC,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Social circumstances', 'Immune system disorders', 'Reproductive system and breast disorders', 'Neoplasms benign, malignant and unspecified (incl cysts and polyps)', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,"['Hepatobiliary disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
COC1=CC(=CC(=C1OC)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)O,"['Investigations', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'Neoplasms benign, malignant and unspecified (incl cysts and polyps)', 'General disorders and administration site conditions', 'Vascular disorders', 'Skin and subcutaneous tissue disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
C1C[NH2+]CC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O,"['Metabolism and nutrition disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Cardiac disorders', 'Nervous system disorders']"
C(=O)([O-])[O-].C(=O)([O-])[O-].C(=O)([O-])[O-].[La+3].[La+3],"['Metabolism and nutrition disorders', 'Gastrointestinal disorders', 'Vascular disorders', 'Infections and infestations', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
C(CC(=O)N)C(C(=O)O)N,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Psychiatric disorders', 'Renal and urinary disorders', 'Nervous system disorders']"
C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Social circumstances', 'Immune system disorders', 'Reproductive system and breast disorders', 'Neoplasms benign, malignant and unspecified (incl cysts and polyps)', 'General disorders and administration site conditions', 'Endocrine disorders', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C.O,"['Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'General disorders and administration site conditions', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC,"['Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Psychiatric disorders', 'Ear and labyrinth disorders', 'Nervous system disorders']"
CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O,"['Eye disorders', 'Investigations', 'Gastrointestinal disorders', 'General disorders and administration site conditions', 'Surgical and medical procedures', 'Vascular disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
COC1(C2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)[O-])NC(=O)CC3=CC=CS3,"['Hepatobiliary disorders', 'Investigations', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Renal and urinary disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C)O)C)O)F,"['Hepatobiliary disorders', 'Investigations', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'Endocrine disorders', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Psychiatric disorders', 'Nervous system disorders']"
CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Social circumstances', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(CC4)O,"['Hepatobiliary disorders', 'Investigations', 'Gastrointestinal disorders', 'Immune system disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Skin and subcutaneous tissue disorders', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CCCCC(=O)O[C@@]1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO,"['Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'General disorders and administration site conditions', 'Endocrine disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations']"
CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Social circumstances', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Surgical and medical procedures', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Congenital, familial and genetic disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Pregnancy, puerperium and perinatal conditions', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC.CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C([N-]2)C=CC(=C3)OC.[Mg+2],"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Endocrine disorders', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,"['Hepatobiliary disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,"['General disorders and administration site conditions', 'Skin and subcutaneous tissue disorders', 'Nervous system disorders']"
C[C@@H](CN1C=NC2=C1N=CN=C2N)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Social circumstances', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Endocrine disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Congenital, familial and genetic disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,"['Metabolism and nutrition disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Renal and urinary disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Neoplasms benign, malignant and unspecified (incl cysts and polyps)', 'General disorders and administration site conditions', 'Endocrine disorders', 'Surgical and medical procedures', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CC(C)OC(=O)CCC/C=C/CC1C(CC(C1/C=C/C(COC2=CC=CC=C2)(F)F)O)O,"['Eye disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Nervous system disorders']"
C[C@@H](C(=O)N1[C@H]2CCC[C@H]2C[C@H]1C(=O)O)N[C@@H](CCC3=CC=CC=C3)C(=O)O,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6,"['Metabolism and nutrition disorders', 'Investigations', 'Gastrointestinal disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)[C@@H](C)O,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Congenital, familial and genetic disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Pregnancy, puerperium and perinatal conditions', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)OC(=O)CCC(=O)OCC)(C)O)C)C)O)(C)O,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Investigations', 'Gastrointestinal disorders', 'Immune system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CC1=C2C(=C(C(=C1C)OC(=O)CCC(=O)OCCO)C)CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C,"['Investigations', 'Gastrointestinal disorders', 'General disorders and administration site conditions', 'Skin and subcutaneous tissue disorders', 'Nervous system disorders']"
[Li+].[OH-],"['Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Endocrine disorders', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3,"['Gastrointestinal disorders', 'General disorders and administration site conditions', 'Respiratory, thoracic and mediastinal disorders', 'Nervous system disorders']"
CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(=O)O,"['Hepatobiliary disorders', 'Metabolism and nutrition disorders', 'Eye disorders', 'Investigations', 'Musculoskeletal and connective tissue disorders', 'Gastrointestinal disorders', 'Immune system disorders', 'Reproductive system and breast disorders', 'General disorders and administration site conditions', 'Endocrine disorders', 'Vascular disorders', 'Blood and lymphatic system disorders', 'Skin and subcutaneous tissue disorders', 'Infections and infestations', 'Respiratory, thoracic and mediastinal disorders', 'Psychiatric disorders', 'Renal and urinary disorders', 'Ear and labyrinth disorders', 'Cardiac disorders', 'Nervous system disorders', 'Injury, poisoning and procedural complications']"
